Tieback,Comment,CategoryCode,Category,SubCategoryCode,SubCategory,Coded CategoryCode,Category_1,Coded SubCategoryCode,SubCategory_1,ConditionCode,Condition Description,FinalCode,Hot Alert
57648101,uncomfortable,26,Seats,9,Lumbar support,26,Seats,9,Lumbar support,CI,"Comfort, fit",052609CI,True
57661395,Uncomfortable,26,Seats,10,Seat comfort,26,Seats,10,Seat comfort,CI,"Comfort, fit",052610CI,False
57700102,Not hooked up,14,Interior Operation & Controls,25,"Garage door opener, Home link",14,Interior Operation & Controls,25,"Garage door opener, Home link",PG,Pairing (connect-compatible),051425PG,False
57661395,Uncomfortable,26,Seats,8,Headrest,26,Seats,8,Headrest,CI,"Comfort, fit",052608CI,False
57711836,There is none,29,"Audio, Communication, Navigation System",10,CD (MP3)/DVD player,29,"Audio, Communication, Navigation System",10,CD (MP3)/DVD player,WC,"Would like to have, change, add feature, make standard",052910WC,False
57669073,"No CD play, ?",29,"Audio, Communication, Navigation System",10,CD (MP3)/DVD player,29,"Audio, Communication, Navigation System",10,CD (MP3)/DVD player,WC,"Would like to have, change, add feature, make standard",052910WC,False
57482363,don't have it,29,"Audio, Communication, Navigation System",58,Apple CarPlay™/Android Auto™,29,"Audio, Communication, Navigation System",58,Apple CarPlay™/Android Auto™,WC,"Would like to have, change, add feature, make standard",052958WC,False
57685198,Doesn’t exist,13,Interior Fit and Appearance,13,Sunglass holder,13,Interior Fit and Appearance,13,Sunglass holder,WC,"Would like to have, change, add feature, make standard",051313WC,False
57635711,there is none,13,Interior Fit and Appearance,11,Center console,13,Interior Fit and Appearance,11,Center console,WC,"Would like to have, change, add feature, make standard",051311WC,False
57654716,Not available,14,Interior Operation & Controls,25,"Garage door opener, Home link",14,Interior Operation & Controls,25,"Garage door opener, Home link",WC,"Would like to have, change, add feature, make standard",051425WC,False
57648934,should be led,19,Exterior Body,19,Fog lights,19,Exterior Body,19,Fog lights,WC,"Would like to have, change, add feature, make standard",051919WC,False
57701194,Tight fitting,26,Seats,10,Seat comfort,26,Seats,10,Seat comfort,CI,"Comfort, fit",052610CI,False
57676647,Does not have,41,Engine,19,Remote engine start (RES),41,Engine,19,Remote engine start (RES),WC,"Would like to have, change, add feature, make standard",054119WC,False
57635711,there is none,13,Interior Fit and Appearance,13,Sunglass holder,13,Interior Fit and Appearance,13,Sunglass holder,WC,"Would like to have, change, add feature, make standard",051313WC,False
57669302,not available,19,Exterior Body,19,Fog lights,19,Exterior Body,19,Fog lights,WC,"Would like to have, change, add feature, make standard",051919WC,False
57647558,Cannot adjust,26,Seats,8,Headrest,26,Seats,8,Headrest,WC,"Would like to have, change, add feature, make standard",052608WC,False
57656258,Should be LED,14,Interior Operation & Controls,8,"Dome, map lights",14,Interior Operation & Controls,8,"Dome, map lights",WC,"Would like to have, change, add feature, make standard",051408WC,False
57572792,Does not Fold,26,Seats,1,Folding rear seat,26,Seats,1,Folding rear seat,WC,"Would like to have, change, add feature, make standard",052601WC,False
57605057,Not supported,14,Interior Operation & Controls,30,Lane keep assist/Lane departure warning,14,Interior Operation & Controls,30,Lane keep assist/Lane departure warning,WC,"Would like to have, change, add feature, make standard",051430WC,False
57362970,Stains easily,26,Seats,2,Seat material,26,Seats,2,Seat material,QA,"Quality (cheap looking, cheaply made",052602QA,False
57638359,No fog lights,19,Exterior Body,19,Fog lights,19,Exterior Body,19,Fog lights,WC,"Would like to have, change, add feature, make standard",051919WC,False
57702151,Over all room,26,Seats,99,Seat problem other than listed,13,Interior Fit and Appearance,90,Other - Interior space/room,SM,"Space, spacing",051390SM,False
57647522,does not work,29,"Audio, Communication, Navigation System",48,Vehicle finder,29,"Audio, Communication, Navigation System",48,Vehicle finder,IC,Inoperative,052948IC,False
57590224,Does not work,29,"Audio, Communication, Navigation System",16,"Bluetooth, hands free controls",29,"Audio, Communication, Navigation System",16,"Bluetooth, hands free controls",IC,Inoperative,052916IC,False
57647522,does not work,29,"Audio, Communication, Navigation System",50,Door lock/unlock,29,"Audio, Communication, Navigation System",50,Door lock/unlock,IC,Inoperative,052950IC,False
57647522,does not work,29,"Audio, Communication, Navigation System",51,Vehicle status alerts,29,"Audio, Communication, Navigation System",51,Vehicle status alerts,IC,Inoperative,052951IC,False
57647522,does not work,29,"Audio, Communication, Navigation System",47,Remote engine start/stop from app,29,"Audio, Communication, Navigation System",47,Remote engine start/stop from app,IC,Inoperative,052947IC,False
57590224,Does not work,14,Interior Operation & Controls,42,Panoramic/Bird's eye camera,14,Interior Operation & Controls,42,Panoramic/Bird's eye camera,IC,Inoperative,051442IC,False
57590224,Does not work,29,"Audio, Communication, Navigation System",47,Remote engine start/stop from app,29,"Audio, Communication, Navigation System",47,Remote engine start/stop from app,IC,Inoperative,052947IC,False
57660034,limited range,34,Handling & Steering,9,"Tilt, telescopic steering column",34,Handling & Steering,9,"Tilt, telescopic steering column",FB,"Features, options",053409FB,False
57648934,too much info,13,Interior Fit and Appearance,2,Dashboard,14,Interior Operation & Controls,99,Interior Operations problem other than listed,FB,"Features, options",051499FB,False
57562244,Unable to use,29,"Audio, Communication, Navigation System",28,Bluetooth - phone calls,29,"Audio, Communication, Navigation System",28,Bluetooth - phone calls,FB,"Features, options",052928FB,False
57642604,Buzzing noise,13,Interior Fit and Appearance,2,Dashboard,13,Interior Fit and Appearance,2,Dashboard,NA,Noise,051302NA,False
57433068,When shifting,41,Engine,11,Hesitation,41,Engine,11,Hesitation,EC,"Engine-hesitation, stumbles, dies",054111EC,False
57669302,Not very loud,14,Interior Operation & Controls,26,Horn,14,Interior Operation & Controls,26,Horn,PA,Performance,051426PA,False
57668887,Slow charging,29,"Audio, Communication, Navigation System",9,USB (input/charging),29,"Audio, Communication, Navigation System",9,USB (input/charging),PA,Performance,052909PA,False
57713244,too sensitive,14,Interior Operation & Controls,30,Lane keep assist/Lane departure warning,14,Interior Operation & Controls,30,Lane keep assist/Lane departure warning,PA,Performance,051430PA,False
57542094,Seems slugish,36,Brakes,6,Braking effectiveness,36,Brakes,6,Braking effectiveness,PA,Performance,053606PA,False
57697172,Way too small,13,Interior Fit and Appearance,12,Glove box,13,Interior Fit and Appearance,12,Glove box,SH,Size,051312SH,False
57711072,Way too small,29,"Audio, Communication, Navigation System",4,Audio Display,29,"Audio, Communication, Navigation System",4,Audio Display,SH,Size,052904SH,False
57644421,Hood blemish.,19,Exterior Body,35,"Dirt, debris, blemish in exterior paint",19,Exterior Body,27,Hood,BD,Blemish,051927BD,False
57609495,collects dust,13,Interior Fit and Appearance,2,Dashboard,13,Interior Fit and Appearance,2,Dashboard,DD,"Dirty, dusty, foreign material, acid rain",051302DD,False
57524641,What is this?,13,Interior Fit and Appearance,15,"Rear parcel shelf, cargo cover",13,Interior Fit and Appearance,15,"Rear parcel shelf, cargo cover",WI,Where is it?/What is it?,051315WI,False
57344042,Hard to larch,26,Seats,5,Seat belt latch,26,Seats,5,Seat belt latch,HB,Hard to operate (requires too much effort),052605HB,False
57612419,What’s this??,22,"Heating, Ventilation & Cooling",23,Rear heater and AC controls,22,"Heating, Ventilation & Cooling",23,Rear heater and AC controls,WI,Where is it?/What is it?,052223WI,False
57613080,does not work,14,Interior Operation & Controls,34,Pre-collision system,14,Interior Operation & Controls,34,Pre-collision system,IC,Inoperative,051434IC,False
57614522,Will not work,14,Interior Operation & Controls,25,"Garage door opener, Home link",14,Interior Operation & Controls,25,"Garage door opener, Home link",IC,Inoperative,051425IC,False
57613080,does not work,29,"Audio, Communication, Navigation System",43,Automatic collision notification,29,"Audio, Communication, Navigation System",43,Automatic collision notification,IC,Inoperative,052943IC,False
57676647,Does not work,29,"Audio, Communication, Navigation System",58,Apple CarPlay™/Android Auto™,29,"Audio, Communication, Navigation System",58,Apple CarPlay™/Android Auto™,IC,Inoperative,052958IC,False
57688455,Does not work,26,Seats,16,Seat memory controls,26,Seats,16,Seat memory controls,IC,Inoperative,052616IC,False
57688490,Does not work,29,"Audio, Communication, Navigation System",49,Guest driver monitor,29,"Audio, Communication, Navigation System",49,Guest driver monitor,IC,Inoperative,052949IC,False
57651652,brakes squeak,36,Brakes,3,Brake noise,36,Brakes,3,Brake noise,NC,"Noise-squeaks, rattles",053603NC,False
57688490,Does not work,29,"Audio, Communication, Navigation System",48,Vehicle finder,29,"Audio, Communication, Navigation System",48,Vehicle finder,IC,Inoperative,052948IC,False
57672241,Inconsistent,41,Engine,9,"Rough idle, idles too fast",41,Engine,9,"Rough idle, idles too fast",EE,"Engine-rough, high, low idle",054109EE,True
57702022,Awful on gas,41,Engine,15,Poor fuel consumption,41,Engine,15,Poor fuel consumption,CJ,Consumption,054115CJ,True
57680125,Not accurate,45,Gauges & Lights,10,Outside temperature gauge,45,Gauges & Lights,10,Outside temperature gauge,IB,Inaccurate,054510IB,True
57682008,Inconsistent,19,Exterior Body,47,Touch free sensor for trunk/hatch,19,Exterior Body,47,Touch free sensor for trunk/hatch,NF,"Not working properly, malfunction",051947NF,True
57573251,Not standard,26,Seats,11,Seat-heating/ventilation,26,Seats,11,Seat-heating/ventilation,WC,"Would like to have, change, add feature, make standard",052611WC,True
57646994,Non existent,14,Interior Operation & Controls,2,Coin holder,14,Interior Operation & Controls,2,Coin holder,WC,"Would like to have, change, add feature, make standard",051402WC,True
57648313,NOT BACK-LIT,14,Interior Operation & Controls,19,Mirror controls,14,Interior Operation & Controls,19,Mirror controls,WC,"Would like to have, change, add feature, make standard",051419WC,True
57697931,Has no lock.,19,Exterior Body,45,Fuel door,19,Exterior Body,45,Fuel door,WC,"Would like to have, change, add feature, make standard",051945WC,True
57656259,Crappy tires,34,Handling & Steering,12,"Tires (excessive road noise,wear,etc.)",34,Handling & Steering,12,"Tires (excessive road noise,wear,etc.)",QA,"Quality (cheap looking, cheaply made",053412QA,True
57689170,Poor quality,29,"Audio, Communication, Navigation System",29,Bluetooth - audio streaming/playback,29,"Audio, Communication, Navigation System",29,Bluetooth - audio streaming/playback,QA,"Quality (cheap looking, cheaply made",052929QA,True
57661395,Doesn’t have,19,Exterior Body,47,Touch free sensor for trunk/hatch,19,Exterior Body,47,Touch free sensor for trunk/hatch,WC,"Would like to have, change, add feature, make standard",051947WC,False
57640611,not present!,14,Interior Operation & Controls,3,Compass,14,Interior Operation & Controls,3,Compass,WC,"Would like to have, change, add feature, make standard",051403WC,False
57661395,Doesn’t have,29,"Audio, Communication, Navigation System",10,CD (MP3)/DVD player,29,"Audio, Communication, Navigation System",10,CD (MP3)/DVD player,WC,"Would like to have, change, add feature, make standard",052910WC,False
57627288,No defroster,19,Exterior Body,18,Rear window,22,"Heating, Ventilation & Cooling",94,Other - Defroster (frost),WC,"Would like to have, change, add feature, make standard",052294WC,False
57628954,it is flimsy,13,Interior Fit and Appearance,15,"Rear parcel shelf, cargo cover",13,Interior Fit and Appearance,15,"Rear parcel shelf, cargo cover",QA,"Quality (cheap looking, cheaply made",051315QA,False
57699294,seat sinking,26,Seats,10,Seat comfort,26,Seats,10,Seat comfort,CI,"Comfort, fit",052610CI,False
57670655,Way too dim.,14,Interior Operation & Controls,9,Interior courtesy lights (include trunk),14,Interior Operation & Controls,9,Interior courtesy lights (include trunk),LT,"Too Bright, Too Dim",051409LT,False
57607563,No CD player,29,"Audio, Communication, Navigation System",10,CD (MP3)/DVD player,29,"Audio, Communication, Navigation System",10,CD (MP3)/DVD player,WC,"Would like to have, change, add feature, make standard",052910WC,False
57614063,Slow to heat,22,"Heating, Ventilation & Cooling",15,Front heater not functioning,22,"Heating, Ventilation & Cooling",15,Front heater not functioning,AI,Takes a long time to get warm,052215AI,False
57619861,More choices,26,Seats,12,"Forward, backward controls",26,Seats,12,"Forward, backward controls",WC,"Would like to have, change, add feature, make standard",052612WC,False
57670655,Way too dim.,14,Interior Operation & Controls,10,Vanity Mirror light,14,Interior Operation & Controls,10,Vanity Mirror light,LT,"Too Bright, Too Dim",051410LT,False
57591635,Doesn’t work,19,Exterior Body,47,Touch free sensor for trunk/hatch,19,Exterior Body,47,Touch free sensor for trunk/hatch,IC,Inoperative,051947IC,False
57699152,Front brakes,36,Brakes,3,Brake noise,36,Brakes,3,Brake noise,NA,Noise,053603NA,False
57686110,It's useless,19,Exterior Body,9,Trunk/hatchback/tailgate,19,Exterior Body,9,Trunk/hatchback/tailgate,FB,"Features, options",051909FB,False
57650001,make a noise,14,Interior Operation & Controls,11,Front windshield wipers,14,Interior Operation & Controls,11,Front windshield wipers,NA,Noise,051411NA,False
57625180,A bit noisy.,19,Exterior Body,12,Roof rack,19,Exterior Body,12,Roof rack,NA,Noise,051912NA,False
57625313,way too loud,22,"Heating, Ventilation & Cooling",7,"Fan, blower noise",22,"Heating, Ventilation & Cooling",7,"Fan, blower noise",NA,Noise,052207NA,False
57635923,Where is it?,29,"Audio, Communication, Navigation System",10,CD (MP3)/DVD player,29,"Audio, Communication, Navigation System",10,CD (MP3)/DVD player,WI,Where is it?/What is it?,052910WI,False
57612419,What’s this?,29,"Audio, Communication, Navigation System",6,Automatic Volume Control,29,"Audio, Communication, Navigation System",6,Automatic Volume Control,WI,Where is it?/What is it?,052906WI,False
57696441,Hard to work,26,Seats,1,Folding rear seat,26,Seats,1,Folding rear seat,HB,Hard to operate (requires too much effort),052601HB,False
57359715,Need Android,29,"Audio, Communication, Navigation System",58,Apple CarPlay™/Android Auto™,29,"Audio, Communication, Navigation System",58,Apple CarPlay™/Android Auto™,IA,Improve,052958IA,False
57612419,What’s this?,29,"Audio, Communication, Navigation System",27,Memory cards,29,"Audio, Communication, Navigation System",27,Memory cards,WI,Where is it?/What is it?,052927WI,False
57670734,OMG eats gas,41,Engine,15,Poor fuel consumption,41,Engine,15,Poor fuel consumption,CJ,Consumption,054115CJ,False
57639568,Hard to move,13,Interior Fit and Appearance,8,Sun visor,13,Interior Fit and Appearance,8,Sun visor,HB,Hard to operate (requires too much effort),051308HB,False
57591158,Barely warms,26,Seats,11,Seat-heating/ventilation,26,Seats,11,Seat-heating/ventilation,AF,"Not hot enough, too hot",052611AF,False
57682480,feels heavy.,34,Handling & Steering,1,Handling stability,34,Handling & Steering,1,Handling stability,PA,Performance,053401PA,False
57707909,Acceleration,43,Transmssion,2,"Transmission noise(excessive, abnormal)",43,Transmssion,2,"Transmission noise(excessive, abnormal)",ZE,During acceleration,054302ZE,False
57642545,Poor quality,29,"Audio, Communication, Navigation System",5,Audio sound quality,29,"Audio, Communication, Navigation System",5,Audio sound quality,SL,Sound quality ,052905SL,False
57696441,Doesn’t work,14,Interior Operation & Controls,36,Qi-compatible wireless device charger,14,Interior Operation & Controls,36,Qi-compatible wireless device charger,IC,Inoperative,051436IC,False
57641747,Black screen,29,"Audio, Communication, Navigation System",4,Audio Display,29,"Audio, Communication, Navigation System",4,Audio Display,IC,Inoperative,052904IC,False
57658938,Never works,14,Interior Operation & Controls,30,Lane keep assist/Lane departure warning,14,Interior Operation & Controls,30,Lane keep assist/Lane departure warning,IC,Inoperative,051430IC,True
57420589,worked once,14,Interior Operation & Controls,34,Pre-collision system,14,Interior Operation & Controls,34,Pre-collision system,NF,"Not working properly, malfunction",051434NF,True
57559037,Idles rough,41,Engine,9,"Rough idle, idles too fast",41,Engine,9,"Rough idle, idles too fast",EE,"Engine-rough, high, low idle",054109EE,True
57608877,Weak sound.,14,Interior Operation & Controls,26,Horn,14,Interior Operation & Controls,26,Horn,PA,Performance,051426PA,True
57598957,No accurate,45,Gauges & Lights,10,Outside temperature gauge,45,Gauges & Lights,10,Outside temperature gauge,IB,Inaccurate,054510IB,True
57694525,Smells alot,22,"Heating, Ventilation & Cooling",15,Front heater not functioning,22,"Heating, Ventilation & Cooling",3,Heater odor,SI,"Smell, odor",052203SI,True
57655663,Weird angle,26,Seats,8,Headrest,26,Seats,8,Headrest,LE,Location,052608LE,True
57689714,A bid noicy,19,Exterior Body,2,Wind noise(excessive),19,Exterior Body,2,Wind noise(excessive),ND,Noise-wind noise,051902ND,True
57667418,Not lighted,13,Interior Fit and Appearance,12,Glove box,13,Interior Fit and Appearance,12,Glove box,WC,"Would like to have, change, add feature, make standard",051312WC,True
57686127,I want that,19,Exterior Body,47,Touch free sensor for trunk/hatch,19,Exterior Body,47,Touch free sensor for trunk/hatch,WC,"Would like to have, change, add feature, make standard",051947WC,True
57680305,hard to use,45,Gauges & Lights,15,Multi-information display,45,Gauges & Lights,15,Multi-information display,DU,Difficult to understand,054515DU,False
57647558,Fuzzy sound,29,"Audio, Communication, Navigation System",5,Audio sound quality,29,"Audio, Communication, Navigation System",5,Audio sound quality,SL,Sound quality ,052905SL,False
57680305,really poor,29,"Audio, Communication, Navigation System",5,Audio sound quality,29,"Audio, Communication, Navigation System",5,Audio sound quality,SL,Sound quality ,052905SL,False
57462100,Not too bad,29,"Audio, Communication, Navigation System",5,Audio sound quality,29,"Audio, Communication, Navigation System",5,Audio sound quality,SL,Sound quality ,052905SL,False
57650921,Slow heat..,22,"Heating, Ventilation & Cooling",16,Front heater not hot enough,22,"Heating, Ventilation & Cooling",90,Other - Heater,AI,Takes a long time to get warm,052290AI,False
57362308,No arm rest,26,Seats,7,Armrest,26,Seats,7,Armrest,WC,"Would like to have, change, add feature, make standard",052607WC,False
57617893,I need help,29,"Audio, Communication, Navigation System",15,"Bluetooth connection, pairing",29,"Audio, Communication, Navigation System",15,"Bluetooth connection, pairing",DU,Difficult to understand,052915DU,False
57678973,at free way,19,Exterior Body,2,Wind noise(excessive),19,Exterior Body,2,Wind noise(excessive),ND,Noise-wind noise,051902ND,False
57648934,constricred,26,Seats,10,Seat comfort,26,Seats,10,Seat comfort,CI,"Comfort, fit",052610CI,False
57623449,manual only,26,Seats,12,"Forward, backward controls",26,Seats,12,"Forward, backward controls",FB,"Features, options",052612FB,False
57597721,Back noise.,36,Brakes,3,Brake noise,36,Brakes,3,Brake noise,NA,Noise,053603NA,False
57623449,manual only,26,Seats,15,Recliner controls,26,Seats,15,Recliner controls,FB,"Features, options",052615FB,False
57625313,quite a bit,34,Handling & Steering,7,Steering wheel vibration,34,Handling & Steering,7,Steering wheel vibration,VA,Vibration,053407VA,False
57546299,cannot find,13,Interior Fit and Appearance,13,Sunglass holder,13,Interior Fit and Appearance,13,Sunglass holder,WI,Where is it?/What is it?,051313WI,False
57648934,where is it,29,"Audio, Communication, Navigation System",10,CD (MP3)/DVD player,29,"Audio, Communication, Navigation System",10,CD (MP3)/DVD player,WI,Where is it?/What is it?,052910WI,False
57703888,15. Freeway,41,Engine,15,Poor fuel consumption,41,Engine,15,Poor fuel consumption,CJ,Consumption,054115CJ,False
57585039,Drives loud,34,Handling & Steering,12,"Tires (excessive road noise,wear,etc.)",34,Handling & Steering,12,"Tires (excessive road noise,wear,etc.)",NA,Noise,053412NA,False
57578075,too shallow,14,Interior Operation & Controls,2,Coin holder,14,Interior Operation & Controls,2,Coin holder,SH,Size,051402SH,False
57680305,make noises,13,Interior Fit and Appearance,11,Center console,13,Interior Fit and Appearance,11,Center console,NA,Noise,051311NA,False
57710821,Weak brakes,36,Brakes,6,Braking effectiveness,36,Brakes,6,Braking effectiveness,PA,Performance,053606PA,False
57503202,Ugly design,13,Interior Fit and Appearance,2,Dashboard,13,Interior Fit and Appearance,2,Dashboard,FB,"Features, options",051302FB,False
57643262,not working,29,"Audio, Communication, Navigation System",59,Over-the-air updates,29,"Audio, Communication, Navigation System",59,Over-the-air updates,IC,Inoperative,052959IC,False
57651919,Not wirking,29,"Audio, Communication, Navigation System",55,WiFi,29,"Audio, Communication, Navigation System",55,WiFi,IC,Inoperative,052955IC,False
57712168,Mic issues,29,"Audio, Communication, Navigation System",28,Bluetooth - phone calls,29,"Audio, Communication, Navigation System",28,Bluetooth - phone calls,ZZ,Unspecified ,052928ZZ,True
57623107,Too small.,13,Interior Fit and Appearance,15,"Rear parcel shelf, cargo cover",13,Interior Fit and Appearance,15,"Rear parcel shelf, cargo cover",SH,Size,051315SH,True
57603574,Can’t find,14,Interior Operation & Controls,25,"Garage door opener, Home link",14,Interior Operation & Controls,25,"Garage door opener, Home link",WI,Where is it?/What is it?,051425WI,True
57639057,Very loud.,22,"Heating, Ventilation & Cooling",7,"Fan, blower noise",22,"Heating, Ventilation & Cooling",7,"Fan, blower noise",NA,Noise,052207NA,True
57658541,Faux vents,19,Exterior Body,99,Exterior problem other than listed,22,"Heating, Ventilation & Cooling",92,Other - Vents,FB,"Features, options",052292FB,True
57654716,Not enough,34,Handling & Steering,9,"Tilt, telescopic steering column",34,Handling & Steering,9,"Tilt, telescopic steering column",SR,"Steering tilt-need to raise, lower the tilt more",053409SR,False
57650001,very noisy,41,Engine,16,"Exhaust noise(excessive, abnormal)",41,Engine,16,"Exhaust noise(excessive, abnormal)",NA,Noise,054116NA,False
57654716,Need power,34,Handling & Steering,5,Steering system,34,Handling & Steering,5,Steering system,WC,"Would like to have, change, add feature, make standard",053405WC,False
57614429,rather dim,14,Interior Operation & Controls,8,"Dome, map lights",14,Interior Operation & Controls,8,"Dome, map lights",LT,"Too Bright, Too Dim",051408LT,False
57623449,No support,26,Seats,9,Lumbar support,26,Seats,9,Lumbar support,WC,"Would like to have, change, add feature, make standard",052609WC,False
57700917,Wind noise,13,Interior Fit and Appearance,99,"Interior fit, Appearance prob other than liste",19,Exterior Body,2,Wind noise(excessive),ND,Noise-wind noise,051902ND,False
57688490,Junk radio,29,"Audio, Communication, Navigation System",12,Satellite Radio,29,"Audio, Communication, Navigation System",12,Satellite Radio,QA,"Quality (cheap looking, cheaply made",052912QA,False
57617893,no compass,14,Interior Operation & Controls,3,Compass,14,Interior Operation & Controls,3,Compass,WC,"Would like to have, change, add feature, make standard",051403WC,False
57699109,No lighter,14,Interior Operation & Controls,1,"Cigarette lighter, power outlet",14,Interior Operation & Controls,1,"Cigarette lighter, power outlet",WC,"Would like to have, change, add feature, make standard",051401WC,False
57654716,Not enough,34,Handling & Steering,9,"Tilt, telescopic steering column",34,Handling & Steering,9,"Tilt, telescopic steering column",ST,"Telescoping - too close, too far from passenger",053409ST,False
57649190,POOR RANGE,41,Engine,19,Remote engine start (RES),41,Engine,19,Remote engine start (RES),PA,Performance,054119PA,False
57461037,Windshield,26,Seats,99,Seat problem other than listed,19,Exterior Body,16,Front windshield,ZZ,Unspecified ,051916ZZ,False
57700536,feels weak,19,Exterior Body,45,Fuel door,19,Exterior Body,45,Fuel door,PA,Performance,051945PA,False
57617193,Cannot use,29,"Audio, Communication, Navigation System",7,Auxiliary/audio input,29,"Audio, Communication, Navigation System",7,Auxiliary/audio input,ZZ,Unspecified ,052907ZZ,False
57668887,Poor power,41,Engine,7,Lacks power,41,Engine,7,Lacks power,ED,"Engine-lacks, no power, slugglish, engine power",054107ED,False
57582801,Do not use,14,Interior Operation & Controls,30,Lane keep assist/Lane departure warning,14,Interior Operation & Controls,30,Lane keep assist/Lane departure warning,ZZ,Unspecified ,051430ZZ,False
57672781,In general,43,Transmssion,4,"Shifts up, down too often",43,Transmssion,4,"Shifts up, down too often",SG,"Shifting up, down too often",054304SG,False
57586838,Scratched.,19,Exterior Body,16,Front windshield,19,Exterior Body,16,Front windshield,CS,Scratched - Paint,051916CS,False
57707435,Rough idle,41,Engine,9,"Rough idle, idles too fast",41,Engine,9,"Rough idle, idles too fast",EE,"Engine-rough, high, low idle",054109EE,False
57584720,Confusing,14,Interior Operation & Controls,15,Controls on steering wheel,14,Interior Operation & Controls,15,Controls on steering wheel,DU,Difficult to understand,051415DU,True
57649142,very hard,26,Seats,10,Seat comfort,26,Seats,10,Seat comfort,CI,"Comfort, fit",052610CI,True
57655007,when cold,43,Transmssion,2,"Transmission noise(excessive, abnormal)",43,Transmssion,2,"Transmission noise(excessive, abnormal)",NA,Noise,054302NA,True
57663458,Too Loud!,14,Interior Operation & Controls,6,Turn signal indicators,14,Interior Operation & Controls,6,Turn signal indicators,NA,Noise,051406NA,True
57655007,sometimes,29,"Audio, Communication, Navigation System",30,Voice recognition - does not recognize,29,"Audio, Communication, Navigation System",30,Voice recognition - does not recognize,MH,Voice command - does not recognize,052930MH,True
57559037,very poor,29,"Audio, Communication, Navigation System",30,Voice recognition - does not recognize,29,"Audio, Communication, Navigation System",30,Voice recognition - does not recognize,MH,Voice command - does not recognize,052930MH,True
57712238,Too small,19,Exterior Body,16,Front windshield,19,Exterior Body,16,Front windshield,SH,Size,051916SH,True
57624429,too small,13,Interior Fit and Appearance,11,Center console,13,Interior Fit and Appearance,11,Center console,SH,Size,051311SH,True
57711335,Too small,13,Interior Fit and Appearance,12,Glove box,13,Interior Fit and Appearance,12,Glove box,SH,Size,051312SH,True
57704425,Bluetooth,13,Interior Fit and Appearance,2,Dashboard,29,"Audio, Communication, Navigation System",16,"Bluetooth, hands free controls",ZZ,Unspecified ,052916ZZ,True
57710948,Too small,13,Interior Fit and Appearance,11,Center console,13,Interior Fit and Appearance,11,Center console,SH,Size,051311SH,False
57711072,Too small,29,"Audio, Communication, Navigation System",19,Nav display,29,"Audio, Communication, Navigation System",19,Nav display,SH,Size,052919SH,False
57682463,Too noisy,41,Engine,6,"Engine noise(excessive, abnormal)",41,Engine,6,"Engine noise(excessive, abnormal)",NA,Noise,054106NA,False
57701194,Too short,14,Interior Operation & Controls,4,Cup holder,14,Interior Operation & Controls,4,Cup holder,SH,Size,051404SH,False
57635711,too small,13,Interior Fit and Appearance,12,Glove box,13,Interior Fit and Appearance,12,Glove box,SH,Size,051312SH,False
57701546,too small,14,Interior Operation & Controls,13,Rear window wiper,14,Interior Operation & Controls,13,Rear window wiper,SH,Size,051413SH,False
57701546,bit rough,34,Handling & Steering,2,Ride comfort,34,Handling & Steering,2,Ride comfort,RC,Ride Condition,053402RC,False
57701546,Too small,13,Interior Fit and Appearance,12,Glove box,13,Interior Fit and Appearance,12,Glove box,SH,Size,051312SH,False
57677111,Too small,13,Interior Fit and Appearance,16,Other storage compartments,13,Interior Fit and Appearance,16,Other storage compartments,SH,Size,051316SH,False
57462100,Looks old,29,"Audio, Communication, Navigation System",19,Nav display,29,"Audio, Communication, Navigation System",19,Nav display,AD,Appearance,052919AD,False
57691294,Too small,14,Interior Operation & Controls,4,Cup holder,14,Interior Operation & Controls,4,Cup holder,SH,Size,051404SH,False
57667653,too small,13,Interior Fit and Appearance,12,Glove box,13,Interior Fit and Appearance,12,Glove box,SH,Size,051312SH,False
57670776,Weak horn,14,Interior Operation & Controls,26,Horn,14,Interior Operation & Controls,26,Horn,PA,Performance,051426PA,False
57546463,Too small,13,Interior Fit and Appearance,12,Glove box,13,Interior Fit and Appearance,12,Glove box,SH,Size,051312SH,False
57654266,Too small,13,Interior Fit and Appearance,12,Glove box,13,Interior Fit and Appearance,12,Glove box,SH,Size,051312SH,False
57619861,Too small,14,Interior Operation & Controls,4,Cup holder,14,Interior Operation & Controls,4,Cup holder,SH,Size,051404SH,False
57650265,Too small,13,Interior Fit and Appearance,12,Glove box,13,Interior Fit and Appearance,12,Glove box,SH,Size,051312SH,False
57617893,too small,13,Interior Fit and Appearance,13,Sunglass holder,13,Interior Fit and Appearance,13,Sunglass holder,SH,Size,051313SH,False
57617893,too wimpy,14,Interior Operation & Controls,26,Horn,14,Interior Operation & Controls,26,Horn,PA,Performance,051426PA,False
57656048,too short,26,Seats,7,Armrest,26,Seats,7,Armrest,SH,Size,052607SH,False
57663487,Really???,41,Engine,15,Poor fuel consumption,41,Engine,15,Poor fuel consumption,CJ,Consumption,054115CJ,False
57645166,To small.,14,Interior Operation & Controls,4,Cup holder,14,Interior Operation & Controls,4,Cup holder,SH,Size,051404SH,False
57642435,60-65 MPH,34,Handling & Steering,7,Steering wheel vibration,34,Handling & Steering,7,Steering wheel vibration,ZI,At high speeds > 40,053407ZI,False
